job_id,job_title,company,job_location,role_category,job_level,job_type,first_seen,source,month,quarter
JOB-00518,UI/UX Designer,Maze,,UI/UX Designer,Entry level,Full-time,2024-01-09,Kaggle-LinkedIn-Synthetic,1,1
JOB-00519,Visual Designer,Netflix,"Jakarta, Indonesia",UI/UX Designer,Mid-Senior level,Contract,2024-09-14,Kaggle-LinkedIn-Synthetic,9,3
JOB-00520,Senior UI/UX Designer,Tokopedia,"Yogyakarta, Indonesia",UI/UX Designer,Entry level,Freelance,2024-09-25,Kaggle-LinkedIn-Synthetic,9,3
JOB-00521,Ux Designer,Ruangguru,Remote,UI/UX Designer,Associate,Internship,2024-09-26,Kaggle-LinkedIn-Synthetic,9,3
JOB-00522,Product Designer,Spotify,"Austin, Tx",UI/UX Designer,Associate,Full-time,2024-02-10,Kaggle-LinkedIn-Synthetic,2,1
JOB-00523,Ux Researcher,IDEO,"Seoul, South Korea",UI/UX Designer,Entry level,Full-time,2024-05-04,Kaggle-LinkedIn-Synthetic,5,2
JOB-00524,Ui Designer,Figma Inc.,Hybrid - Jakarta,UI/UX Designer,Mid-Senior level,Full-time,2024-11-28,Kaggle-LinkedIn-Synthetic,11,4
JOB-00525,Junior UI/UX Designer,Invision,"Austin, Tx",UI/UX Designer,Associate,Full-time,2024-07-12,Kaggle-LinkedIn-Synthetic,7,3
JOB-00526,UI/UX Designer,Google,Hybrid - Jakarta,UI/UX Designer,Associate,Part-time,2024-02-12,Kaggle-LinkedIn-Synthetic,2,1
JOB-00527,Ux Researcher,Notion,"Seoul, South Korea",UI/UX Designer,Associate,Full-time,2024-02-18,Kaggle-LinkedIn-Synthetic,2,1
JOB-00528,Ux Designer,Zenius,"Seoul, South Korea",UI/UX Designer,Associate,Full-time,2024-08-31,Kaggle-LinkedIn-Synthetic,8,3
JOB-00529,UI/UX Designer,Airbnb,Hybrid - Singapore,UI/UX Designer,Mid-Senior level,Full-time,2024-05-23,Kaggle-LinkedIn-Synthetic,5,2
JOB-00530,Senior UI/UX Designer,Canva,"Jakarta, Indonesia",UI/UX Designer,Associate,Full-time,2024-04-16,Kaggle-LinkedIn-Synthetic,4,2
JOB-00531,Ux/Ui Designer,Invision,"Surabaya, Indonesia",UI/UX Designer,Associate,Contract,2024-06-02,Kaggle-LinkedIn-Synthetic,6,2
JOB-00532,Design Intern,Kitabisa,"Seoul, South Korea",UI/UX Designer,Associate,Internship,2024-07-18,Kaggle-LinkedIn-Synthetic,7,3
JOB-00533,Ux Researcher,Shopee,"Surabaya, Indonesia",UI/UX Designer,Associate,Full-time,2024-09-13,Kaggle-LinkedIn-Synthetic,9,3
JOB-00534,UI/UX Designer,Tokopedia,"London, Uk",UI/UX Designer,Entry level,Internship,2024-04-28,Kaggle-LinkedIn-Synthetic,4,2
JOB-00535,Product Designer,Invision,"New York, Ny",UI/UX Designer,Mid-Senior level,Internship,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00536,Interaction Designer,Fjord,"Kuala Lumpur, Malaysia",UI/UX Designer,Associate,Full-time,2024-07-01,Kaggle-LinkedIn-Synthetic,7,3
JOB-00537,Ux Researcher,Bukalapak,Hybrid - Singapore,UI/UX Designer,Entry level,Internship,2024-10-26,Kaggle-LinkedIn-Synthetic,10,4
JOB-00538,Junior UI/UX Designer,Netflix,Remote,UI/UX Designer,Mid-Senior level,Full-time,2024-02-07,Kaggle-LinkedIn-Synthetic,2,1
JOB-00539,Ui Designer,Grab,"Austin, Tx",UI/UX Designer,Mid-Senior level,Full-time,2024-12-30,Kaggle-LinkedIn-Synthetic,12,4
JOB-00540,Ux/Ui Designer,Adobe,"New York, Ny",UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00541,Junior UI/UX Designer,Google,"San Francisco, Ca",UI/UX Designer,Mid-Senior level,Contract,2024-08-15,Kaggle-LinkedIn-Synthetic,8,3
JOB-00542,Ui Designer,Tokopedia,"Bali, Indonesia",UI/UX Designer,Entry level,Contract,2024-02-14,Kaggle-LinkedIn-Synthetic,2,1
JOB-00543,Ux Researcher,Mckinsey Digital,"Tokyo, Japan",UI/UX Designer,Executive,Full-time,2024-10-11,Kaggle-LinkedIn-Synthetic,10,4
JOB-00544,Junior UI/UX Designer,Apple,,UI/UX Designer,Mid-Senior level,Freelance,2024-06-30,Kaggle-LinkedIn-Synthetic,6,2
JOB-00545,Design Intern,Canva,"Austin, Tx",UI/UX Designer,Associate,Contract,2024-01-07,Kaggle-LinkedIn-Synthetic,1,1
JOB-00546,Ux Researcher,Adobe,,UI/UX Designer,Associate,Full-time,2024-10-13,Kaggle-LinkedIn-Synthetic,10,4
JOB-00547,Design Intern,Traveloka,Hybrid - Singapore,UI/UX Designer,Mid-Senior level,Full-time,2024-07-13,Kaggle-LinkedIn-Synthetic,7,3
JOB-00548,Senior UI/UX Designer,Spotify,"San Francisco, Ca",UI/UX Designer,Mid-Senior level,Contract,2024-05-17,Kaggle-LinkedIn-Synthetic,5,2
JOB-00549,Senior UI/UX Designer,Airbnb,"Jakarta, Indonesia",UI/UX Designer,Associate,Full-time,2024-08-10,Kaggle-LinkedIn-Synthetic,8,3
JOB-00550,Ux Researcher,Pinterest,,UI/UX Designer,Director,Internship,2024-02-09,Kaggle-LinkedIn-Synthetic,2,1
JOB-00551,Ui Designer,Kitabisa,Hybrid - Jakarta,UI/UX Designer,Associate,Full-time,2024-09-10,Kaggle-LinkedIn-Synthetic,9,3
JOB-00552,Interaction Designer,Tokopedia,"Bali, Indonesia",UI/UX Designer,Entry level,Internship,2024-06-04,Kaggle-LinkedIn-Synthetic,6,2
JOB-00553,Ux Researcher,Notion,Remote,UI/UX Designer,Mid-Senior level,Internship,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00554,Interaction Designer,Notion,"London, Uk",UI/UX Designer,Associate,Full-time,2024-11-29,Kaggle-LinkedIn-Synthetic,11,4
JOB-00555,Ui Designer,Canva,Remote,UI/UX Designer,Associate,Freelance,2024-12-21,Kaggle-LinkedIn-Synthetic,12,4
JOB-00556,Interaction Designer,Canva,"Medan, Indonesia",UI/UX Designer,Associate,Internship,2024-07-22,Kaggle-LinkedIn-Synthetic,7,3
JOB-00557,Ui Designer,Fjord,"Seoul, South Korea",UI/UX Designer,Associate,Contract,2024-05-04,Kaggle-LinkedIn-Synthetic,5,2
JOB-00558,Ux Researcher,Spotify,"Austin, Tx",UI/UX Designer,Entry level,Full-time,2024-07-05,Kaggle-LinkedIn-Synthetic,7,3
JOB-00559,Design Intern,Ruangguru,"Seoul, South Korea",UI/UX Designer,Mid-Senior level,Full-time,2024-10-06,Kaggle-LinkedIn-Synthetic,10,4
JOB-00560,Lead Product Designer,Apple,"Berlin, Germany",UI/UX Designer,Entry level,Internship,2024-12-28,Kaggle-LinkedIn-Synthetic,12,4
JOB-00561,Interaction Designer,Netflix,"Surabaya, Indonesia",UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00562,Senior UI/UX Designer,Pinterest,"Kuala Lumpur, Malaysia",UI/UX Designer,Director,Part-time,2024-05-09,Kaggle-LinkedIn-Synthetic,5,2
JOB-00563,Ux/Ui Designer,Accenture,"Austin, Tx",UI/UX Designer,Associate,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00564,Design Intern,Frog Design,"Seoul, South Korea",UI/UX Designer,Entry level,Full-time,2024-07-24,Kaggle-LinkedIn-Synthetic,7,3
JOB-00565,Visual Designer,Microsoft,"Seattle, Wa",UI/UX Designer,Entry level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00566,Junior UI/UX Designer,Kitabisa,Hybrid - Singapore,UI/UX Designer,Entry level,Contract,2024-12-06,Kaggle-LinkedIn-Synthetic,12,4
JOB-00567,Senior UI/UX Designer,Microsoft,"Seoul, South Korea",UI/UX Designer,Mid-Senior level,Full-time,2024-11-26,Kaggle-LinkedIn-Synthetic,11,4
JOB-00568,Product Designer,Accenture,"Yogyakarta, Indonesia",UI/UX Designer,Associate,Full-time,2024-01-06,Kaggle-LinkedIn-Synthetic,1,1
JOB-00569,Ui Designer,Tiket.Com,"Jakarta, Indonesia",UI/UX Designer,Executive,Contract,2024-09-22,Kaggle-LinkedIn-Synthetic,9,3
JOB-00570,Interaction Designer,SAP,"Austin, Tx",UI/UX Designer,Entry level,Contract,2024-08-25,Kaggle-LinkedIn-Synthetic,8,3
JOB-00571,Product Designer,Apple,Remote,UI/UX Designer,Mid-Senior level,Freelance,2024-02-23,Kaggle-LinkedIn-Synthetic,2,1
JOB-00572,Ux Researcher,Figma Inc.,"Yogyakarta, Indonesia",UI/UX Designer,Entry level,Freelance,2024-03-13,Kaggle-LinkedIn-Synthetic,3,1
JOB-00573,Ui Designer,Notion,"Berlin, Germany",UI/UX Designer,Associate,Full-time,2024-04-15,Kaggle-LinkedIn-Synthetic,4,2
JOB-00574,Product Designer,Frog Design,"Yogyakarta, Indonesia",UI/UX Designer,Executive,Internship,2024-08-12,Kaggle-LinkedIn-Synthetic,8,3
JOB-00575,Product Designer,Airbnb,"San Francisco, Ca",UI/UX Designer,Entry level,Internship,2024-01-23,Kaggle-LinkedIn-Synthetic,1,1
JOB-00576,UI/UX Designer,Notion,Hybrid - Jakarta,UI/UX Designer,Mid-Senior level,Full-time,2024-02-25,Kaggle-LinkedIn-Synthetic,2,1
JOB-00577,Ux/Ui Designer,Kitabisa,"Sydney, Australia",UI/UX Designer,Mid-Senior level,Contract,2024-03-30,Kaggle-LinkedIn-Synthetic,3,1
JOB-00578,Product Designer,Accenture,"Berlin, Germany",UI/UX Designer,Mid-Senior level,Full-time,2024-04-28,Kaggle-LinkedIn-Synthetic,4,2
JOB-00579,Lead Product Designer,Bukalapak,"Medan, Indonesia",UI/UX Designer,Director,Full-time,2024-11-23,Kaggle-LinkedIn-Synthetic,11,4
JOB-00580,Ux Researcher,Apple,Remote,UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00581,Design Intern,Accenture,,UI/UX Designer,Mid-Senior level,Full-time,2024-01-03,Kaggle-LinkedIn-Synthetic,1,1
JOB-00582,Ux Designer,Spotify,"Surabaya, Indonesia",UI/UX Designer,Mid-Senior level,Freelance,2024-10-22,Kaggle-LinkedIn-Synthetic,10,4
JOB-00583,Visual Designer,Bukalapak,"Seattle, Wa",UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00584,Interaction Designer,Gojek,"Bangkok, Thailand",UI/UX Designer,Associate,Full-time,2024-12-09,Kaggle-LinkedIn-Synthetic,12,4
JOB-00585,Visual Designer,Canva,Remote,UI/UX Designer,Mid-Senior level,Full-time,2024-07-17,Kaggle-LinkedIn-Synthetic,7,3
JOB-00586,Design Intern,Gojek,"Seattle, Wa",UI/UX Designer,Mid-Senior level,Full-time,2024-06-29,Kaggle-LinkedIn-Synthetic,6,2
JOB-00587,Design Intern,Bukalapak,Hybrid - Singapore,UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00588,Design Intern,Figma Inc.,Hybrid - Singapore,UI/UX Designer,Director,Contract,2024-03-09,Kaggle-LinkedIn-Synthetic,3,1
JOB-00589,Junior UI/UX Designer,Kitabisa,"San Francisco, Ca",UI/UX Designer,Entry level,Contract,2024-02-29,Kaggle-LinkedIn-Synthetic,2,1
JOB-00590,Product Designer,Grab,"Sydney, Australia",UI/UX Designer,Mid-Senior level,Full-time,2024-07-17,Kaggle-LinkedIn-Synthetic,7,3
JOB-00591,Design Intern,Shopee,"Seoul, South Korea",UI/UX Designer,Entry level,Contract,2024-07-15,Kaggle-LinkedIn-Synthetic,7,3
JOB-00592,Senior UI/UX Designer,Fjord,Hybrid - Jakarta,UI/UX Designer,Associate,Full-time,2024-10-02,Kaggle-LinkedIn-Synthetic,10,4
JOB-00593,Visual Designer,Traveloka,"Amsterdam, Netherlands",UI/UX Designer,Associate,Internship,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00594,Senior UI/UX Designer,Canva,"Berlin, Germany",UI/UX Designer,Director,Full-time,2024-11-13,Kaggle-LinkedIn-Synthetic,11,4
JOB-00595,Product Designer,Google,"Amsterdam, Netherlands",UI/UX Designer,Entry level,Internship,2024-03-10,Kaggle-LinkedIn-Synthetic,3,1
JOB-00596,Ux Researcher,Fjord,"London, Uk",UI/UX Designer,Mid-Senior level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00597,Ux Researcher,Mckinsey Digital,"Amsterdam, Netherlands",UI/UX Designer,Director,Internship,2024-03-26,Kaggle-LinkedIn-Synthetic,3,1
JOB-00598,Design Intern,Apple,"Kuala Lumpur, Malaysia",UI/UX Designer,Entry level,Full-time,2024-05-29,Kaggle-LinkedIn-Synthetic,5,2
JOB-00599,Ui Designer,Tiket.Com,"Tokyo, Japan",UI/UX Designer,Entry level,Full-time,2024-07-03,Kaggle-LinkedIn-Synthetic,7,3
JOB-00600,Interaction Designer,Fjord,"Tokyo, Japan",UI/UX Designer,Executive,Full-time,2024-09-18,Kaggle-LinkedIn-Synthetic,9,3
